"","tissue","ENSG00000104814"
"4387","Stomach",2.227
"4388","Uterus",2.084
"4389","Ovary",1.261
"4390","Thyroid",5.779
"4391","Brain",1.779
"4392","Skin",0.9819
"4393","Skin",0.1152
"4394","Lung",14.74
"4395","Esophagus",2.095
"4396","Liver",3.095
"4397","Pancreas",0.8343
"4398","Colon",10
"4399","Stomach",2.386
"4400","Uterus",5.779
"4401","Ovary",1.571
"4402","Thyroid",7.434
"4403","Skin",3.157
"4404","Brain",1.1
"4405","Breast",7.224
"4406","Thyroid",4.155
"4407","Lung",9.986
"4408","Liver",2.441
"4409","Esophagus",1.077
"4410","Skin",0.3431
"4411","Lung",10.86
"4412","Thyroid",4.714
"4413","Esophagus",3.861
"4414","Pancreas",2.354
"4415","Stomach",4.902
"4416","Colon",19.83
"4417","Prostate",3.234
"4418","Skin",0.8531
"4419","Thyroid",4.099
"4420","Pancreas",0.4955
"4421","Esophagus",6.654
"4422","Stomach",2.306
"4423","Colon",3.449
"4424","Prostate",3.244
"4425","Skin",0.2905
"4426","Liver",2.532
"4427","Pancreas",0.4419
"4428","Thyroid",3.395
"4429","Lung",24.05
"4430","Ovary",2.727
"4431","Esophagus",2.061
"4432","Stomach",3.654
"4433","Colon",6.694
"4434","Uterus",3.12
"4435","Skin",2.866
"4436","Lung",10.48
"4437","Pancreas",0.9748
"4438","Stomach",16.58
"4439","Esophagus",2.594
"4440","Uterus",1.944
"4441","Ovary",1.515
"4442","Colon",3.946
"4443","Skin",0.234
"4444","Brain",1.354
"4445","Breast",5.789
"4446","Lung",13.33
"4447","Thyroid",3.832
"4448","Esophagus",2.77
"4449","Kidney",2.176
"4450","Stomach",2.412
"4451","Ovary",1.983
"4452","Skin",3.033
"4453","Thyroid",1.397
"4454","Esophagus",6.243
"4455","Lung",6.532
"4456","Pancreas",1.956
"4457","Colon",6.43
"4458","Stomach",3.5
"4459","Skin",3.958
"4460","Thyroid",3.385
"4461","Lung",6.644
"4462","Liver",2.587
"4463","Pancreas",1.482
"4464","Esophagus",2.249
"4465","Stomach",5.228
"4466","Colon",6.35
"4467","Kidney",1.412
"4468","Skin",2.444
"4469","Lung",14.42
"4470","Esophagus",1.962
"4471","Liver",1.683
"4472","Prostate",2.997
"4473","Skin",0.3622
"4474","Breast",2.196
"4475","Thyroid",1.607
"4476","Lung",7.387
"4477","Esophagus",3.187
"4478","Prostate",3.331
"4479","Skin",0.4649
"4480","Thyroid",1.905
"4481","Lung",16.47
"4482","Liver",2.804
"4483","Pancreas",0.4631
"4484","Esophagus",2.403
"4485","Colon",7.314
"4486","Breast",3.816
"4487","Skin",0.7618
"4488","Pancreas",0.2093
"4489","Lung",7.524
"4490","Esophagus",0.6657
"4491","Liver",0.9373
"4492","Skin",5.701
"4493","Pancreas",0.3493
"4494","Thyroid",5.872
"4495","Stomach",3.126
"4496","Esophagus",3.914
"4497","Colon",2.558
"4498","Prostate",20.7
"4499","Pancreas",0.5314
"4500","Colon",6.002
"4501","Esophagus",5.662
"4502","Stomach",1.626
"4503","Skin",5.634
"4504","Kidney",1.644
"4505","Skin",8.19
"4506","Brain",1.536
"4507","Lung",19.4
"4508","Skin",11.79
"4509","Pancreas",0.4205
"4510","Lung",6.922
"4511","Esophagus",1.182
"4512","Stomach",3.296
"4513","Colon",5.126
"4514","Prostate",3.957
"4515","Breast",1.011
"4516","Skin",6.283
"4517","Pancreas",0.5226
"4518","Stomach",3.179
"4519","Thyroid",1.332
"4520","Colon",6.703
"4521","Prostate",2.175
"4522","Skin",5.369
"4523","Liver",2.2
"4524","Pancreas",0.5198
"4525","Thyroid",4.03
"4526","Lung",10.64
"4527","Esophagus",1.386
"4528","Stomach",2.286
"4529","Prostate",9.486
"4530","Skin",5.019
"4531","Brain",2.344
"4532","Breast",1.387
"4533","Ovary",5.806
"4534","Skin",6.023
"4535","Brain",1.071
"4536","Esophagus",1.79
"4537","Lung",16.33
"4538","Skin",0.246
"4539","Thyroid",3.029
"4540","Lung",8.297
"4541","Esophagus",1.306
"4542","Stomach",3.094
"4543","Skin",1.907
"4544","Breast",3.622
"4545","Thyroid",1.663
"4546","Lung",9.038
"4547","Esophagus",2.156
"4548","Skin",1.771
"4549","Esophagus",2.61
"4550","Colon",4.709
"4551","Skin",0.224
"4552","Liver",1.777
"4553","Pancreas",0.5552
"4554","Thyroid",3.043
"4555","Esophagus",1.826
"4556","Stomach",1.611
"4557","Colon",21.74
"4558","Breast",2.42
"4559","Skin",0.2608
"4560","Lung",6.066
"4561","Thyroid",4.971
"4562","Esophagus",1.845
"4563","Stomach",1.832
"4564","Colon",6.033
"4565","Skin",0.3519
"4566","Breast",1.255
"4567","Lung",7.889
"4568","Esophagus",30.36
"4569","Pancreas",0.5232
"4570","Stomach",2.134
"4571","Colon",8.478
"4572","Skin",0.4289
"4573","Brain",2.863
"4574","Thyroid",3.827
"4575","Esophagus",4.526
"4576","Kidney",3.74
"4577","Skin",0.4889
"4578","Pancreas",0.526
"4579","Thyroid",60.36
"4580","Lung",5.295
"4581","Esophagus",0.6148
"4582","Stomach",1.986
"4583","Colon",2.167
"4584","Ovary",1.926
"4585","Uterus",1.527
"4586","Lung",23.83
"4587","Thyroid",9.109
"4588","Liver",2.193
"4589","Esophagus",2.093
"4590","Kidney",0.3288
"4591","Prostate",5.392
"4592","Breast",1.632
"4593","Skin",0.2541
"4594","Pancreas",0.4592
"4595","Lung",7.418
"4596","Thyroid",3.563
"4597","Esophagus",1.756
"4598","Stomach",2.734
"4599","Colon",9.652
"4600","Prostate",3.791
"4601","Liver",1.558
"4602","Thyroid",3.076
"4603","Skin",0.5204
"4604","Thyroid",6.694
"4605","Esophagus",1.226
"4606","Lung",14.21
"4607","Kidney",9.788
"4608","Liver",2.61
"4609","Skin",0.4904
"4610","Brain",0.9289
"4611","Lung",6.776
"4612","Thyroid",6.671
"4613","Esophagus",4.962
"4614","Liver",2.349
"4615","Skin",2.988
"4616","Thyroid",2.656
"4617","Lung",7.868
"4618","Esophagus",1.657
"4619","Liver",1.278
"4620","Ovary",0.6484
"4621","Uterus",3.113
"4622","Stomach",3.086
"4623","Skin",4.094
"4624","Lung",8.621
"4625","Thyroid",2.749
"4626","Esophagus",2.806
"4627","Stomach",2.575
"4628","Breast",7.555
"4629","Ovary",1.371
"4630","Uterus",3.373
"4631","Colon",3.084
"4632","Skin",0.3253
"4633","Brain",1.578
"4634","Thyroid",16.12
"4635","Lung",10.17
"4636","Breast",3.376
"4637","Esophagus",4.074
"4638","Liver",2.549
"4639","Kidney",0.9953
"4640","Ovary",1.156
"4641","Uterus",2.871
"4642","Lung",6.12
"4643","Esophagus",5.297
"4644","Thyroid",3.076
"4645","Stomach",1.181
"4646","Skin",2.726
"4647","Breast",0.6844
"4648","Skin",0.201
"4649","Brain",1.95
"4650","Esophagus",2.513
"4651","Thyroid",3.263
"4652","Lung",21.65
"4653","Prostate",6.762
"4654","Skin",0.4197
"4655","Lung",9.864
"4656","Thyroid",4.071
"4657","Esophagus",2.417
"4658","Stomach",1.764
"4659","Ovary",1.419
"4660","Pancreas",0.744
"4661","Uterus",2.624
"4662","Colon",1.328
"4663","Breast",4.629
"4664","Skin",0.4822
"4665","Thyroid",2.494
"4666","Lung",7.295
"4667","Esophagus",2.047
"4668","Liver",1.131
"4669","Prostate",5.342
"4670","Lung",8.541
"4671","Thyroid",2.338
"4672","Pancreas",0.9558
"4673","Esophagus",1.387
"4674","Ovary",1.256
"4675","Uterus",1.095
"4676","Liver",2.008
"4677","Breast",3.924
"4678","Skin",1.124
"4679","Skin",0.1371
"4680","Breast",1.267
"4681","Lung",9.267
"4682","Esophagus",3.92
"4683","Pancreas",0.4953
"4684","Kidney",0.4415
"4685","Liver",1.426
"4686","Prostate",3.029
"4687","Skin",2.225
"4688","Thyroid",2.881
"4689","Lung",8.022
"4690","Esophagus",1.783
"4691","Stomach",5.55
"4692","Ovary",1.221
"4693","Uterus",1.082
"4694","Colon",2.385
"4695","Breast",6.143
"4696","Lung",6.672
"4697","Skin",4.308
"4698","Pancreas",0.3292
"4699","Esophagus",4.926
"4700","Stomach",9.255
"4701","Colon",6.969
"4702","Prostate",2.327
"4703","Skin",5.986
"4704","Esophagus",2.464
"4705","Pancreas",0.4025
"4706","Stomach",1.527
"4707","Ovary",1.229
"4708","Colon",4.724
"4709","Breast",2.79
"4710","Skin",2.794
"4711","Esophagus",1.651
"4712","Stomach",2.317
"4713","Colon",3.575
"4714","Prostate",2.692
"4715","Breast",0.9022
"4716","Skin",1.734
"4717","Breast",4.289
"4718","Colon",4.806
"4719","Uterus",1.304
"4720","Stomach",5.3
"4721","Skin",0.2382
"4722","Liver",1.305
"4723","Esophagus",1.329
"4724","Stomach",0.6041
"4725","Skin",2.66
"4726","Brain",0.5563
"4727","Skin",4.109
"4728","Brain",1.27
"4729","Thyroid",4.488
"4730","Breast",5.208
"4731","Lung",53.47
"4732","Skin",2.829
"4733","Thyroid",2.182
"4734","Stomach",3.414
"4735","Uterus",2.608
"4736","Esophagus",4.137
"4737","Ovary",1.338
"4738","Colon",3.559
"4739","Skin",5.134
"4740","Esophagus",2.215
"4741","Pancreas",0.3922
"4742","Stomach",3.208
"4743","Prostate",8.539
"4744","Skin",7.579
"4745","Pancreas",0.3003
"4746","Lung",9.837
"4747","Thyroid",2.388
"4748","Esophagus",1.937
"4749","Colon",2.762
"4750","Breast",1.516
"4751","Skin",4.517
"4752","Thyroid",9.05
"4753","Lung",16.18
"4754","Prostate",2.272
"4755","Skin",0.7832
"4756","Thyroid",3.926
"4757","Lung",20.54
"4758","Liver",1.868
"4759","Esophagus",2.131
"4760","Prostate",5.005
"4761","Colon",6.214
"4762","Skin",2.717
"4763","Lung",13.64
"4764","Thyroid",5.49
"4765","Ovary",1.391
"4766","Skin",3.297
"4767","Esophagus",1.585
"4768","Stomach",5.626
"4769","Prostate",2.071
"4770","Colon",2.511
"4771","Skin",1.76
"4772","Thyroid",3.099
"4773","Lung",13.54
"4774","Esophagus",5.909
"4775","Stomach",5.579
"4776","Pancreas",0.6355
"4777","Prostate",4.57
"4778","Colon",9.043
"4779","Skin",3.959
"4780","Skin",0.1339
"4781","Thyroid",3.583
"4782","Lung",16.29
"4783","Esophagus",4.168
"4784","Stomach",1.867
"4785","Prostate",2.033
"4786","Pancreas",4.342
"4787","Skin",0.49
"4788","Brain",2.064
"4789","Lung",18.64
"4790","Thyroid",9.198
"4791","Esophagus",3.208
"4792","Breast",3.468
"4793","Ovary",2.701
"4794","Uterus",3.152
"4795","Skin",0.1886
"4796","Esophagus",0.2492
"4797","Breast",5.105
"4798","Skin",3.231
"4799","Brain",1.269
"4800","Lung",13.99
"4801","Prostate",2.961
"4802","Kidney",0.3842
"4803","Esophagus",4.572
"4804","Stomach",1.569
"4805","Breast",4.236
"4806","Skin",3.741
"4807","Pancreas",0.7143
"4808","Ovary",1.121
"4809","Stomach",1.937
"4810","Colon",5.985
"4811","Thyroid",4.357
"4812","Esophagus",5.991
"4813","Uterus",3.39
"4814","Breast",4.04
"4815","Skin",4.631
"4816","Brain",1.749
"4817","Thyroid",7.035
"4818","Breast",7.622
"4819","Lung",14.72
"4820","Liver",2.604
"4821","Esophagus",2.265
"4822","Kidney",0.4129
"4823","Prostate",5.316
"4824","Skin",4.525
"4825","Thyroid",0.6534
"4826","Breast",3.123
"4827","Lung",6.742
"4828","Esophagus",3.763
"4829","Stomach",3.587
"4830","Colon",1.556
"4831","Ovary",1.397
"4832","Uterus",2.381
"4833","Thyroid",2.202
"4834","Lung",4.387
"4835","Esophagus",1.669
"4836","Pancreas",0.315
"4837","Skin",1.923
"4838","Stomach",5.416
"4839","Prostate",4.723
"4840","Skin",2.434
"4841","Thyroid",2.797
"4842","Breast",1.212
"4843","Esophagus",3.972
"4844","Stomach",1.076
"4845","Colon",2.192
"4846","Skin",4.567
"4847","Pancreas",0.5588
"4848","Kidney",5.486
"4849","Stomach",4.976
"4850","Esophagus",3.11
"4851","Colon",9.588
"4852","Liver",1.7
"4853","Breast",2.257
"4854","Skin",5.376
"4855","Lung",13.03
"4856","Pancreas",0.8186
"4857","Ovary",2.25
"4858","Breast",7.469
"4859","Colon",5.446
"4860","Esophagus",2.448
"4861","Skin",3.421
"4862","Breast",6.134
"4863","Thyroid",47.46
"4864","Lung",8.684
"4865","Esophagus",4.064
"4866","Pancreas",0.7167
"4867","Stomach",4.565
"4868","Ovary",1.272
"4869","Uterus",1.341
"4870","Skin",1.387
"4871","Skin",3.975
"4872","Brain",1.408
"4873","Thyroid",26.83
"4874","Lung",8.362
"4875","Esophagus",6.984
"4876","Ovary",0.9981
"4877","Uterus",2.677
"4878","Skin",4.64
"4879","Skin",3.249
"4880","Thyroid",3.077
"4881","Lung",18.09
"4882","Prostate",28.26
"4883","Esophagus",3.783
"4884","Colon",3.462
"4885","Breast",5.261
"4886","Skin",3.574
"4887","Thyroid",2.745
"4888","Lung",6.028
"4889","Esophagus",2.128
"4890","Prostate",3.071
"4891","Colon",1.859
"4892","Skin",4.678
"4893","Liver",0.8399
"4894","Thyroid",4.044
"4895","Lung",8.05
"4896","Uterus",2.646
"4897","Ovary",4.596
"4898","Esophagus",4.967
"4899","Breast",7.633
"4900","Stomach",5.728
"4901","Colon",9.901
"4902","Skin",3.708
"4903","Thyroid",3.965
"4904","Lung",9.715
"4905","Colon",1.339
"4906","Breast",0.4459
"4907","Prostate",4.88
"4908","Skin",7.956
"4909","Thyroid",2.328
"4910","Pancreas",0.283
"4911","Esophagus",1.795
"4912","Stomach",2.189
"4913","Colon",4.999
"4914","Prostate",3.466
"4915","Skin",4.312
"4916","Lung",11.38
"4917","Thyroid",2.256
"4918","Skin",0.8597
"4919","Breast",1.458
"4920","Esophagus",1.617
"4921","Lung",6.261
"4922","Liver",0.7376
"4923","Pancreas",0.4765
"4924","Prostate",7.639
"4925","Skin",0.7617
"4926","Pancreas",0.5684
"4927","Lung",10.33
"4928","Esophagus",5.54
"4929","Stomach",1.635
"4930","Colon",10.24
"4931","Ovary",1.069
"4932","Breast",2.722
"4933","Skin",0.3264
"4934","Thyroid",1.958
"4935","Lung",10.58
"4936","Esophagus",7.474
"4937","Pancreas",1.001
"4938","Stomach",4.088
"4939","Colon",3.874
"4940","Skin",2.05
"4941","Lung",8.829
"4942","Esophagus",2.829
"4943","Skin",3.017
"4944","Lung",6.634
"4945","Esophagus",5.738
"4946","Liver",2.913
"4947","Small Intestine",160.1
"4948","Stomach",2.487
"4949","Breast",1.614
"4950","Skin",0.3611
"4951","Brain",3.534
"4952","Breast",0.7075
"4953","Liver",6.411
"4954","Prostate",14.87
"4955","Skin",0.09461
"4956","Pancreas",1.573
"4957","Lung",17.74
"4958","Thyroid",5.1
"4959","Esophagus",3.35
"4960","Stomach",4.407
"4961","Prostate",1.715
"4962","Pancreas",0.5753
"4963","Thyroid",3.476
"4964","Esophagus",1.991
"4965","Stomach",2.98
"4966","Colon",1.651
"4967","Prostate",4.223
"4968","Breast",0.995
"4969","Skin",2.909
"4970","Breast",2.746
"4971","Lung",5.884
"4972","Lung",8.587
"4973","Thyroid",1.914
"4974","Esophagus",2.007
"4975","Pancreas",1.74
"4976","Small Intestine",15.58
"4977","Stomach",3.086
"4978","Skin",4.984
"4979","Prostate",3.971
"4980","Colon",8.203
"4981","Skin",2.16
"4982","Liver",1.196
"4983","Pancreas",0.6163
"4984","Thyroid",2.595
"4985","Lung",10.66
"4986","Esophagus",3.24
"4987","Small Intestine",148.3
"4988","Breast",2.477
"4989","Skin",1.163
"4990","Skin",3.17
"4991","Pancreas",0.4651
"4992","Ovary",1.349
"4993","Uterus",1.965
"4994","Thyroid",11.24
"4995","Esophagus",1.456
"4996","Stomach",1.071
"4997","Colon",5.524
"4998","Skin",0.5477
"4999","Thyroid",4.876
"5000","Lung",19.44
"5001","Breast",3.922
"5002","Skin",0.4278
"5003","Skin",1.254
"5004","Thyroid",2.789
"5005","Ovary",2.56
"5006","Uterus",1.855
"5007","Esophagus",2.118
"5008","Stomach",1.866
"5009","Colon",1.116
"5010","Small Intestine",60.16
"5011","Skin",6.589
"5012","Thyroid",2.037
"5013","Pancreas",0.5174
"5014","Lung",4.736
"5015","Esophagus",0.8568
"5016","Stomach",4.151
"5017","Colon",11.67
"5018","Small Intestine",7.467
"5019","Prostate",2.42
"5020","Skin",4.691
"5021","Pancreas",0.6468
"5022","Thyroid",3.055
"5023","Lung",4.87
"5024","Esophagus",3.365
"5025","Stomach",16.38
"5026","Small Intestine",6.879
"5027","Colon",1.536
"5028","Prostate",6.079
"5029","Breast",1.714
"5030","Skin",3.096
"5031","Thyroid",4.355
"5032","Lung",5.782
"5033","Esophagus",0.9184
"5034","Pancreas",1.086
"5035","Small Intestine",130.1
"5036","Stomach",1.456
"5037","Lung",5.937
"5038","Pancreas",0.9925
"5039","Esophagus",3.895
"5040","Stomach",1.51
"5041","Colon",3.776
"5042","Small Intestine",2.173
"5043","Prostate",5.731
"5044","Liver",1.349
"5045","Breast",1.56
"5046","Skin",3.076
"5047","Skin",0.4027
"5048","Thyroid",2.339
"5049","Lung",7.872
"5050","Pancreas",0.468
"5051","Esophagus",1.713
"5052","Colon",4.783
"5053","Stomach",1.074
"5054","Small Intestine",121.9
"5055","Prostate",4.286
"5056","Skin",0.246
"5057","Thyroid",2.705
"5058","Pancreas",0.5296
"5059","Stomach",10.81
"5060","Esophagus",6.103
"5061","Lung",11.43
"5062","Colon",1.976
"5063","Skin",2.723
"5064","Lung",4.939
"5065","Esophagus",4.348
"5066","Pancreas",0.6962
"5067","Colon",6.07
"5068","Small Intestine",16.45
"5069","Stomach",2.244
"5070","Thyroid",4.602
"5071","Breast",4.671
"5072","Skin",3.096
"5073","Brain",0.957
"5074","Thyroid",1.194
"5075","Esophagus",1.15
"5076","Colon",3.871
"5077","Skin",0.1885
"5078","Pancreas",0.5652
"5079","Esophagus",10.27
"5080","Colon",14.94
"5081","Stomach",6.286
"5082","Skin",2.797
"5083","Breast",2.731
"5084","Pancreas",0.2052
"5085","Colon",2.538
"5086","Uterus",0.8422
"5087","Ovary",1.076
"5088","Skin",4.003
"5089","Lung",32.24
"5090","Thyroid",3.038
"5091","Esophagus",2.125
"5092","Liver",0.6501
"5093","Prostate",1.665
"5094","Skin",0.4899
"5095","Brain",1.053
"5096","Thyroid",9.044
"5097","Skin",0.5322
"5098","Thyroid",3.262
"5099","Breast",1.639
"5100","Skin",0.437
"5101","Lung",12.53
"5102","Prostate",2.229
"5103","Esophagus",2.248
"5104","Colon",5.403
"5105","Skin",0.9811
"5106","Esophagus",1.895
"5107","Liver",1.562
"5108","Pancreas",0.7182
"5109","Small Intestine",7.989
"5110","Colon",4.538
"5111","Skin",0.5177
"5112","Pancreas",0.2134
"5113","Esophagus",1.047
"5114","Stomach",5.027
"5115","Small Intestine",138.5
"5116","Colon",3.462
"5117","Skin",0.7371
"5118","Lung",11.76
"5119","Breast",4.519
"5120","Thyroid",7.045
"5121","Skin",0.2765
"5122","Lung",18.92
"5123","Colon",1.106
"5124","Skin",0.2665
"5125","Brain",1.617
"5126","Thyroid",5.548
"5127","Esophagus",1.482
"5128","Liver",1.894
"5129","Skin",0.6132
"5130","Skin",0.33
"5131","Brain",2.43
"5132","Thyroid",2.552
"5133","Lung",16.11
"5134","Ovary",2.896
"5135","Uterus",2.81
"5136","Skin",0.3866
"5137","Thyroid",3.719
"5138","Pancreas",2.375
"5139","Esophagus",0.8462
"5140","Uterus",1.515
"5141","Ovary",1.595
"5142","Stomach",4.537
"5143","Colon",1.599
"5144","Breast",3.265
"5145","Skin",0.422
"5146","Thyroid",2.104
"5147","Lung",9.234
"5148","Liver",0.5773
"5149","Esophagus",0.9751
"5150","Pancreas",0.703
"5151","Colon",1.31
"5152","Stomach",4.024
"5153","Small Intestine",6.775
"5154","Prostate",8.921
"5155","Breast",0.8543
"5156","Skin",0.2426
"5157","Breast",3.605
"5158","Lung",18.34
"5159","Esophagus",1.473
"5160","Thyroid",4.923
"5161","Ovary",1.42
"5162","Skin",0.3433
"5163","Prostate",6.838
"5164","Lung",8.126
"5165","Breast",4.377
"5166","Small Intestine",3.27
"5167","Thyroid",3.119
"5168","Esophagus",3.118
"5169","Colon",4.326
"5170","Pancreas",0.8972
"5171","Stomach",3.845
"5172","Skin",1.669
"5173","Thyroid",7.924
"5174","Lung",26.89
"5175","Esophagus",1.437
"5176","Pancreas",0.3725
"5177","Colon",2.595
"5178","Uterus",2.782
"5179","Stomach",1.219
"5180","Ovary",2.034
"5181","Breast",5.906
"5182","Liver",3.361
"5183","Skin",0.2989
"5184","Brain",1.408
"5185","Lung",11.35
"5186","Liver",2.595
"5187","Prostate",2.673
"5188","Esophagus",3.75
"5189","Stomach",1.086
"5190","Skin",0.5756
"5191","Thyroid",4.967
"5192","Lung",19.84
"5193","Pancreas",0.4042
"5194","Esophagus",4.914
"5195","Stomach",1.92
"5196","Colon",4.757
"5197","Small Intestine",106.1
"5198","Breast",6.041
"5199","Ovary",2.331
"5200","Skin",0.2779
"5201","Brain",0.7012
"5202","Breast",0.9479
"5203","Thyroid",3.418
"5204","Lung",8.914
"5205","Liver",0.742
"5206","Skin",0.2411
"5207","Lung",52.01
"5208","Pancreas",0.8298
"5209","Esophagus",0.9141
"5210","Colon",4.638
"5211","Liver",2.287
"5212","Skin",0.6244
"5213","Lung",102.3
"5214","Liver",1.455
"5215","Esophagus",3.662
"5216","Ovary",3.346
"5217","Colon",2.324
"5218","Skin",0.2186
"5219","Brain",2.805
"5220","Lung",16.75
"5221","Liver",0.5652
"5222","Esophagus",1.929
"5223","Breast",4.909
"5224","Skin",0.3303
"5225","Pancreas",0.7386
"5226","Thyroid",3.531
"5227","Lung",13.7
"5228","Esophagus",6.132
"5229","Skin",1.117
"5230","Brain",2.56
"5231","Thyroid",3.431
"5232","Lung",30.16
"5233","Skin",0.1482
"5234","Brain",0.4645
"5235","Thyroid",3.49
"5236","Breast",0.9565
"5237","Lung",43.58
"5238","Liver",1.175
"5239","Esophagus",0.3495
"5240","Skin",0.3723
"5241","Brain",4.826
"5242","Lung",16.5
"5243","Esophagus",15.63
"5244","Skin",0.2032
"5245","Lung",17.98
"5246","Pancreas",0.8111
"5247","Thyroid",3.234
"5248","Colon",1.673
"5249","Esophagus",1.958
"5250","Small Intestine",15.42
"5251","Prostate",2.963
"5252","Skin",2.079
"5253","Breast",2.088
"5254","Esophagus",0.7548
"5255","Skin",0.5669
"5256","Skin",0.3952
"5257","Skin",2.699
"5258","Thyroid",5.894
"5259","Esophagus",1.79
"5260","Ovary",1.545
"5261","Stomach",2.403
"5262","Colon",1.14
"5263","Small Intestine",40.09
"5264","Prostate",6.471
"5265","Skin",2.034
"5266","Skin",0.3354
"5267","Lung",12.02
"5268","Liver",2.53
"5269","Skin",1.756
"5270","Thyroid",1.643
"5271","Pancreas",0.6367
"5272","Lung",6.637
"5273","Esophagus",1.278
"5274","Stomach",2.842
"5275","Small Intestine",13.67
"5276","Colon",9.994
"5277","Breast",3.39
"5278","Skin",1.238
"5279","Thyroid",2.007
"5280","Lung",6.757
"5281","Esophagus",2.103
"5282","Pancreas",0.4117
"5283","Stomach",1.955
"5284","Colon",4.271
"5285","Skin",1.216
"5286","Pancreas",0.6902
"5287","Thyroid",2.108
"5288","Lung",10.65
"5289","Breast",2.142
"5290","Colon",4.972
"5291","Small Intestine",27.3
"5292","Esophagus",6.077
"5293","Prostate",9.306
"5294","Skin",4.524
"5295","Esophagus",1.921
"5296","Skin",0.2813
"5297","Brain",1.638
"5298","Thyroid",3.706
"5299","Esophagus",6.531
"5300","Skin",0.1003
"5301","Brain",2.195
"5302","Breast",2.073
"5303","Skin",0.2771
"5304","Breast",3.618
"5305","Lung",12.81
"5306","Esophagus",2.945
"5307","Skin",0.2004
"5308","Ovary",1.555
"5309","Skin",0.6658
"5310","Pancreas",0.7286
"5311","Thyroid",2.414
"5312","Prostate",2.652
"5313","Breast",1.293
"5314","Esophagus",3.455
"5315","Stomach",2.009
"5316","Colon",8.728
"5317","Small Intestine",5.968
"5318","Skin",0.4594
"5319","Breast",5.628
"5320","Lung",21.42
"5321","Thyroid",7.909
"5322","Skin",0.3484
"5323","Skin",0.2925
"5324","Pancreas",0.7391
"5325","Kidney",1.217
"5326","Lung",8.583
"5327","Esophagus",2.264
"5328","Stomach",1.979
"5329","Small Intestine",2.656
"5330","Colon",2.458
"5331","Prostate",2.908
"5332","Skin",3.286
"5333","Lung",9.612
"5334","Esophagus",1.471
"5335","Breast",1.391
"5336","Prostate",2.127
"5337","Skin",0.2147
"5338","Lung",5.108
"5339","Esophagus",3.785
"5340","Pancreas",0.4364
"5341","Stomach",4.432
"5342","Colon",5.201
"5343","Breast",1.959
"5344","Prostate",4.112
"5345","Skin",1.996
"5346","Ovary",1.143
"5347","Uterus",1.496
"5348","Thyroid",3.016
"5349","Esophagus",1.39
"5350","Pancreas",0.2655
"5351","Colon",2.324
"5352","Breast",9.49
"5353","Skin",0.2395
"5354","Skin",0.3381
"5355","Thyroid",2.643
"5356","Esophagus",1.157
"5357","Stomach",3.73
"5358","Uterus",3.908
"5359","Ovary",1.992
"5360","Colon",6.226
"5361","Small Intestine",11.38
"5362","Breast",5.186
"5363","Skin",0.3024
"5364","Thyroid",4.248
"5365","Lung",7.147
"5366","Pancreas",0.921
"5367","Esophagus",1.438
"5368","Stomach",7.526
"5369","Ovary",1.288
"5370","Uterus",2.462
"5371","Colon",8.929
"5372","Breast",2.235
"5373","Skin",0.1702
"5374","Esophagus",2.701
"5375","Lung",8.192
"5376","Stomach",1.788
"5377","Small Intestine",13.95
"5378","Liver",0.7322
"5379","Prostate",3.083
"5380","Thyroid",2.386
"5381","Pancreas",0.3068
"5382","Colon",0.8219
"5383","Skin",1.727
"5384","Lung",12.11
"5385","Thyroid",1.676
"5386","Esophagus",0.7368
"5387","Pancreas",1.412
"5388","Breast",3.059
"5389","Uterus",1.59
"5390","Ovary",0.7944
"5391","Colon",6.084
"5392","Skin",0.1963
"5393","Liver",3.938
"5394","Lung",25.46
"5395","Esophagus",7.977
"5396","Thyroid",10
"5397","Breast",2.782
"5398","Small Intestine",11.73
"5399","Brain",1.772
"5400","Skin",2.754
"5401","Thyroid",3.045
"5402","Pancreas",0.9672
"5403","Esophagus",5.702
"5404","Stomach",1.791
"5405","Small Intestine",27.75
"5406","Colon",1.376
"5407","Ovary",2.001
"5408","Uterus",2.942
"5409","Breast",3.037
"5410","Skin",0.2919
"5411","Thyroid",1.335
"5412","Lung",7.179
"5413","Pancreas",0.6633
"5414","Esophagus",0.986
"5415","Colon",1.012
"5416","Small Intestine",0.8958
"5417","Breast",3.112
"5418","Stomach",4.269
"5419","Skin",0.2159
"5420","Pancreas",1.285
"5421","Thyroid",2.849
"5422","Lung",8.871
"5423","Esophagus",1.118
"5424","Stomach",2.953
"5425","Small Intestine",3.739
"5426","Colon",3.168
"5427","Ovary",0.8054
"5428","Uterus",3.385
"5429","Breast",4.828
"5430","Liver",0.8157
"5431","Pancreas",0.4191
"5432","Thyroid",1.594
"5433","Lung",4.185
"5434","Skin",3.238
"5435","Esophagus",1.669
"5436","Stomach",1.631
"5437","Colon",1.1
"5438","Small Intestine",7.172
"5439","Breast",4.626
"5440","Skin",9.248
"5441","Thyroid",3.946
"5442","Lung",16.39
"5443","Liver",2.49
"5444","Kidney",2.14
"5445","Esophagus",1.772
"5446","Small Intestine",5.576
"5447","Breast",3.277
"5448","Skin",0.2144
"5449","Lung",7.708
"5450","Thyroid",1.567
"5451","Esophagus",4.08
"5452","Stomach",2.211
"5453","Colon",9.56
"5454","Kidney",0.501
"5455","Breast",1.675
"5456","Skin",0.3449
"5457","Brain",1.065
"5458","Skin",0.2139
"5459","Thyroid",4.578
